"Betweenness unDir","Bridging unDir","Centroid unDir","Closeness unDir","Degree unDir","Eccentricity unDir","EigenVector unDir","name","Radiality unDir","selected","shared name","Stress unDir"
"0.0","0.0","-860.0","2.605523710265763E-4","1.0","0.1111111111111111","5.80961715825861E-4","ANXA11","7.5423925667828104","true","ANXA11","0.0"
"0.0","0.0","-860.0","2.2789425706472196E-4","1.0","0.1","1.1162001908266623E-4","PRICKLE2","6.9036004645760745","true","PRICKLE2","0.0"
"0.0","0.0","-859.0","2.848191398461977E-4","2.0","0.125","0.006122969438015946","SSX2IP","7.922183507549361","false","SSX2IP","0.0"
"0.0","0.0","-860.0","2.188662727073758E-4","1.0","0.1111111111111111","1.4173645956760056E-5","RTN3","6.693379790940766","true","RTN3","0.0"
"0.0","0.0","-860.0","2.4160425223483932E-4","1.0","0.1111111111111111","5.877818924492684E-4","SMS","7.192799070847851","true","SMS","0.0"
"3439.6637259799027","1928.7833977457396","-687.0","3.057169061449098E-4","3.0","0.125","0.00406081907288024","FERMT2","8.200929152148664","false","FERMT2","17102.0"
"5154.0","406.89473684210526","-854.0","2.5297242600556537E-4","4.0","0.125","2.0759710109261774E-4","PRKG1","7.4088269454123115","false","PRKG1","25224.0"
"0.0","0.0","-860.0","2.0777062123415748E-4","1.0","0.1111111111111111","8.179114311582099E-6","GTF2I","6.409988385598142","true","GTF2I","0.0"
"899.1874806960399","124.59675136349925","-624.0","2.858776443682104E-4","9.0","0.125","0.0015340724347717902","GINS2","7.937282229965157","false","GINS2","8538.0"
"0.0","0.0","-859.0","2.5006251562890725E-4","2.0","0.1111111111111111","3.492532159466184E-4","GDF7","7.355400696864112","false","GDF7","0.0"
"374.7756201277888","108.52716307716024","-569.0","3.1486146095717883E-4","6.0","0.14285714285714285","0.002632790697307272","RRAS2","8.311265969802555","false","RRAS2","5390.0"
"0.0","0.0","-769.0","3.083564600678384E-4","4.0","0.125","0.009814085772272958","FLNC","8.233449477351916","false","FLNC","0.0"
"0.0","0.0","-860.0","2.8368794326241134E-4","1.0","0.125","0.0013994782049101583","PVRL2","7.905923344947735","true","PVRL2","0.0"
"0.0","0.0","-860.0","2.557544757033248E-4","1.0","0.125","5.42909642142645E-4","FUT9","7.458768873403019","true","FUT9","0.0"
"0.0","0.0","-860.0","2.4455857177794083E-4","1.0","0.1111111111111111","1.0667966752328757E-4","LRRFIP1","7.2508710801393725","true","LRRFIP1","0.0"
"0.0","0.0","-860.0","2.5075225677031093E-4","1.0","0.1111111111111111","6.88592700240938E-4","CLVS2","7.368176538908246","true","CLVS2","0.0"
"0.0","0.0","-860.0","2.519526329050139E-4","1.0","0.125","9.006092760343092E-5","ELF1","7.390243902439025","true","ELF1","0.0"
"0.0","0.0","-860.0","2.7495188342040145E-4","1.0","0.125","1.983491908085154E-4","ZFHX3","7.775842044134727","true","ZFHX3","0.0"
"0.0","0.0","-860.0","2.4271844660194174E-4","1.0","0.1111111111111111","7.609627095832631E-4","DSE","7.21486643437863","true","DSE","0.0"
"0.0","0.0","-860.0","2.25377507324769E-4","1.0","0.1","5.3290376414363166E-5","INPP1","6.846689895470384","true","INPP1","0.0"
"0.0","0.0","-860.0","2.710761724044456E-4","1.0","0.125","1.3146223904513202E-4","MSH5","7.715447154471545","true","MSH5","0.0"
"1720.0","481.4249363867685","-855.0","2.549069589599796E-4","3.0","0.1111111111111111","0.001108710501028245","PDE3B","7.4436701509872245","false","PDE3B","25754.0"
"0.0","0.0","-860.0","2.090738030524775E-4","1.0","0.1","4.368206433824769E-5","PDE3A","6.444831591173054","true","PDE3A","0.0"
"0.0","0.0","-860.0","2.4783147459727387E-4","1.0","0.1111111111111111","3.550000585173048E-4","MAN2A1","7.313588850174216","true","MAN2A1","0.0"
"0.0","0.0","-859.0","2.5581990278843696E-4","2.0","0.125","5.651770418673275E-4","ST6GAL1","7.45993031358885","false","ST6GAL1","0.0"
"2864.8885076190204","3801.486673571392","-831.0","2.8993911278631486E-4","2.0","0.125","0.00173330621039372","PTBP2","7.994192799070848","false","PTBP2","19310.0"
"0.0","0.0","-860.0","2.81135788585887E-4","1.0","0.125","0.0010158953256780617","PPP1R14C","7.868757259001161","true","PPP1R14C","0.0"
"0.0","0.0","-844.0","3.0184123151222455E-4","2.0","0.14285714285714285","7.764907418018721E-4","PLIN2","8.152148664343786","false","PLIN2","0.0"
"0.0","0.0","-859.0","2.2361359570661896E-4","2.0","0.125","7.01915328548689E-6","SWI5","6.806039488966318","false","SWI5","0.0"
"384.3976117468544","1011.8337135013975","-653.0","2.889338341519792E-4","3.0","0.14285714285714285","3.859908197969627E-4","MND1","7.980255516840883","false","MND1","4986.0"
"0.0","0.0","-860.0","3.0012004801920766E-4","1.0","0.14285714285714285","0.0017945870933160613","MSL2","8.130081300813009","true","MSL2","0.0"
"0.0","0.0","-859.0","2.5906735751295336E-4","2.0","0.1111111111111111","3.2446682943169025E-4","GALNT2","7.516840882694542","false","GALNT2","0.0"
"0.0","0.0","-860.0","1.785076758300607E-4","1.0","0.1","2.346097805978939E-7","PLA2G16","5.493612078977932","true","PLA2G16","0.0"
"378.25001404050516","1264.0253633758653","-682.0","2.896032435563278E-4","3.0","0.125","0.0010967411903433644","DEPDC1B","7.989547038327526","false","DEPDC1B","4510.0"
"18630.203035665978","4299.277623615226","-826.0","2.433682161109759E-4","4.0","0.125","3.506369352032878E-5","AKR1B1","7.227642276422764","false","AKR1B1","129188.0"
"0.0","0.0","-860.0","2.7570995312930797E-4","1.0","0.1111111111111111","0.0023459921503055604","TFPI","7.7874564459930316","true","TFPI","0.0"
"0.0","0.0","-772.0","2.7412280701754384E-4","3.0","0.125","3.3908041605731524E-4","TRPC4AP","7.7630662020905925","false","TRPC4AP","0.0"
"0.0","0.0","-723.0","3.059039461609055E-4","5.0","0.125","0.018435566062580264","LRP10","8.203252032520325","false","LRP10","0.0"
"33.028270386485936","61.99152287925052","-845.0","3.0129557095510696E-4","2.0","0.125","0.005915999008448149","JAM2","8.145180023228804","false","JAM2","326.0"
"0.0","0.0","-860.0","2.42306760358614E-4","1.0","0.1111111111111111","7.274717629103039E-4","STRA6","7.206736353077816","true","STRA6","0.0"
"36.54187137604425","29.432557878759372","-762.0","2.808199943836001E-4","3.0","0.125","8.458446911281844E-4","SPRED2","7.86411149825784","false","SPRED2","406.0"
"0.0","0.0","-859.0","2.447381302006853E-4","2.0","0.1111111111111111","0.0012202639187977894","FBXL2","7.2543554006968645","false","FBXL2","0.0"
"0.0","0.0","-855.0","2.5608194622279127E-4","2.0","0.125","5.652118816838069E-4","B3GNT5","7.464576074332172","false","B3GNT5","0.0"
"0.0","0.0","-859.0","1.7812611328820805E-4","2.0","0.1","9.191219805955472E-7","ST3GAL5","5.479674796747967","false","ST3GAL5","0.0"
"0.0","0.0","-859.0","1.7812611328820805E-4","2.0","0.1","9.191219805955472E-7","ST8SIA1","5.479674796747967","false","ST8SIA1","0.0"
"36.54187137604425","29.432557878759376","-762.0","2.808199943836001E-4","3.0","0.125","8.458446911281845E-4","SPRED3","7.86411149825784","false","SPRED3","406.0"
"0.0","0.0","-860.0","2.0946795140343527E-4","1.0","0.1111111111111111","4.653015951946209E-6","DLL3","6.455284552845528","true","DLL3","0.0"
"19.318755629676943","238.45979171176992","-643.0","3.243593902043464E-4","2.0","0.125","0.01147046596797056","CAV2","8.419279907084785","false","CAV2","584.0"
"0.0","0.0","-860.0","2.4993751562109475E-4","1.0","0.125","3.18873096400241E-4","TOR1A","7.35307781649245","true","TOR1A","0.0"
"0.0","0.0","-860.0","2.4721878862793575E-4","1.0","0.1111111111111111","3.232203623041051E-4","SKAP2","7.301974448315912","true","SKAP2","0.0"
"0.0","0.0","-860.0","2.5614754098360657E-4","1.0","0.125","6.0942947066598844E-5","NABP1","7.465737514518002","true","NABP1","0.0"
"0.0","0.0","-844.0","3.0184123151222455E-4","2.0","0.14285714285714285","7.764907418018721E-4","PEX11A","8.152148664343786","false","PEX11A","0.0"
"0.0","0.0","-840.0","2.4770869457517957E-4","2.0","0.125","4.752256096722426E-5","BHLHE40","7.311265969802555","false","BHLHE40","0.0"
"6856.0","2812.7179487179487","-851.0","2.563445270443476E-4","3.0","0.125","5.66061324031443E-4","B3GALT5","7.469221835075493","false","B3GALT5","43112.0"
"1720.0","798.5714285714286","-858.0","2.6961445133459155E-4","2.0","0.125","3.59746508050375E-4","RTN4","7.692218350754936","false","RTN4","10870.0"
"0.0","0.0","-860.0","2.5043826696719256E-4","1.0","0.125","1.404618220714396E-4","SH3BP5","7.362369337979094","true","SH3BP5","0.0"
"0.0","0.0","-834.0","2.5258903763576663E-4","5.0","0.1111111111111111","4.1279854323497873E-4","EPB41L5","7.4018583042973285","false","EPB41L5","0.0"
"796.7990512237326","958.7680891308119","-793.0","3.0731407498463427E-4","3.0","0.14285714285714285","9.134302250967375E-4","BTG2","8.220673635307781","false","BTG2","6060.0"
"5096.438193899732","1534.3213970861827","-432.0","3.443526170798898E-4","5.0","0.16666666666666666","0.011353560460147249","MSN","8.627177700348431","false","MSN","28346.0"
"0.0","0.0","-860.0","2.4563989191844754E-4","1.0","0.1111111111111111","2.900716686303791E-4","DRAXIN","7.2717770034843205","true","DRAXIN","0.0"
"0.0","0.0","-586.0","3.094059405940594E-4","10.0","0.125","0.0026047442851030982","OPTN","8.246225319396052","false","OPTN","0.0"
"0.0","0.0","-860.0","2.9994001199760045E-4","1.0","0.125","0.005698136621641694","SCAI","8.127758420441348","true","SCAI","0.0"
"0.0","0.0","-557.0","3.205128205128205E-4","13.0","0.125","0.03613289832894659","MMRN1","8.376306620209059","false","MMRN1","0.0"
"0.0","0.0","-854.0","2.8256569652444194E-4","2.0","0.125","0.0013951397169009855","LIFR","7.889663182346109","false","LIFR","0.0"
"0.0","0.0","-741.0","3.022974607013301E-4","2.0","0.125","0.0035635548063747925","CA2","8.157955865272939","false","CA2","0.0"
"0.0","0.0","-857.0","2.756339581036384E-4","2.0","0.125","9.56452605561564E-4","ARHGEF39","7.786295005807201","false","ARHGEF39","0.0"
"0.0","0.0","-860.0","2.4783147459727387E-4","1.0","0.1111111111111111","3.550000585173048E-4","GOLGA3","7.313588850174216","true","GOLGA3","0.0"
"0.0","0.0","-494.0","3.295978905735003E-4","7.0","0.125","0.02112930785366226","KIAA1549","8.476190476190476","false","KIAA1549","0.0"
"1048.0968233226254","25.617885031006566","-563.0","3.098853424233034E-4","26.0","0.125","0.015485983106484844","FBXO17","8.252032520325203","false","FBXO17","16378.0"
"0.0","0.0","-860.0","2.3234200743494423E-4","1.0","0.1111111111111111","1.3519877690274302E-5","SATB2","7.001161440185831","true","SATB2","0.0"
"445.0946019744376","172.89223845481047","-743.0","2.7878449958182325E-4","5.0","0.125","0.0016725372296278421","GALC","7.833914053426248","false","GALC","5336.0"
"804.0371848955715","753.7848608395983","-837.0","2.3078698361412417E-4","2.0","0.1111111111111111","1.9363625594129733E-5","ZFP36","6.967479674796748","false","ZFP36","5658.0"
"5777.587007626656","605.0503327951266","-780.0","3.006614552014432E-4","7.0","0.125","0.007529871366235954","EPB41","8.137049941927991","false","EPB41","31210.0"
"298.44434546785453","170.28976771234534","-676.0","3.161555485298767E-4","4.0","0.125","0.0045249343016547545","RPS6KA2","8.32636469221835","false","RPS6KA2","2658.0"
"0.0","0.0","-860.0","2.158894645941278E-4","1.0","0.1","2.5959536552761365E-5","PLCH1","6.620209059233449","true","PLCH1","0.0"
"32.870943805998316","6.7409120402322475","-771.0","2.874389192296637E-4","8.0","0.125","0.0051876926992196586","SERPINB6","7.959349593495935","false","SERPINB6","740.0"
"61.99990616619989","25.822507891768012","-734.0","2.770083102493075E-4","4.0","0.125","6.45866455033458E-4","DCAF6","7.807200929152149","false","DCAF6","672.0"
"0.0","0.0","-857.0","2.756339581036384E-4","2.0","0.125","9.56452605561564E-4","SYDE2","7.786295005807201","false","SYDE2","0.0"
"1720.0","40.74297415167103","-367.0","3.480682213713888E-4","24.0","0.14285714285714285","0.15562107787288537","MGAT4A","8.663182346109176","false","MGAT4A","11246.0"
"321.76509666598827","14.649183429149119","-602.0","3.1416902293433867E-4","20.0","0.125","0.012121740026932714","NMU","8.303135888501743","false","NMU","7294.0"
"30.868163623186337","31.463053286159948","-748.0","2.86368843069874E-4","3.0","0.125","0.0026964290364442874","RPS6KA6","7.944250871080139","false","RPS6KA6","386.0"
"0.0","0.0","-860.0","2.626050420168067E-4","1.0","0.125","6.129113523987575E-4","BLVRA","7.5772357723577235","true","BLVRA","0.0"
"0.0","0.0","-860.0","1.7190991920233798E-4","1.0","0.1","5.468412153487526E-8","CBR1","5.2439024390243905","true","CBR1","0.0"
"0.0","0.0","-832.0","2.387774594078319E-4","6.0","0.1111111111111111","2.2479764745397904E-4","PNRC2","7.13588850174216","false","PNRC2","0.0"
"0.0","0.0","-813.0","2.6483050847457627E-4","3.0","0.1111111111111111","4.67956047919058E-4","C2CD5","7.614401858304297","false","C2CD5","0.0"
"1865.0735951293666","260.41837044976654","-563.0","3.191828917969997E-4","5.0","0.14285714285714285","0.003565113038575127","BCL6","8.361207897793264","false","BCL6","10736.0"
"0.0","0.0","-816.0","3.0156815440289503E-4","4.0","0.1111111111111111","0.006067332333572505","ABLIM1","8.148664343786296","false","ABLIM1","0.0"
"0.0","0.0","-858.0","2.2805017103762827E-4","3.0","0.1111111111111111","7.946919744538858E-5","AGPAT3","6.9070847851335655","false","AGPAT3","0.0"
"1720.0","688.0","-858.0","2.1088148460565162E-4","2.0","0.1111111111111111","5.9547169149024705E-6","FADS2","6.492450638792103","false","FADS2","16104.0"
"0.0","0.0","-860.0","2.4271844660194174E-4","1.0","0.1111111111111111","7.609627095832631E-4","CHST3","7.21486643437863","true","CHST3","0.0"
"1720.0","230.64328991281266","-721.0","3.0609121518212427E-4","6.0","0.125","0.018464227708990425","RBP1","8.205574912891986","false","RBP1","11678.0"
"2667.124425882624","187.21036762083327","-563.0","3.2981530343007914E-4","12.0","0.14285714285714285","0.0027459079435606278","MAMLD1","8.478513356562138","false","MAMLD1","27738.0"
"1720.0","645.0","-858.0","2.31000231000231E-4","2.0","0.1111111111111111","2.7502041251399173E-5","NQO1","6.97212543554007","false","NQO1","9636.0"
"0.0","0.0","-860.0","1.927153594141453E-4","1.0","0.1","1.0835524099957714E-6","VKORC1","5.973286875725901","true","VKORC1","0.0"
"333.4974682311509","20.544332633944318","-566.0","3.1466331025802394E-4","15.0","0.125","0.015276692462623673","HGSNAT","8.308943089430894","false","HGSNAT","4782.0"
"895.5748269343369","462.1659083950134","-781.0","3.059975520195838E-4","4.0","0.125","0.00314359721103783","PLCD1","8.204413472706156","false","PLCD1","12442.0"
"3472.637010264054","911.7498573933113","-531.0","3.2133676092544985E-4","5.0","0.125","0.011477482885187615","PDXK","8.385598141695702","false","PDXK","19092.0"
"0.0","0.0","-860.0","2.557544757033248E-4","1.0","0.125","5.42909642142645E-4","POMGNT1","7.458768873403019","true","POMGNT1","0.0"
"0.0","0.0","-860.0","2.4515812699190976E-4","1.0","0.1111111111111111","1.9112170219631755E-4","SFRP2","7.262485481997677","true","SFRP2","0.0"
"1742.2107622915466","293.0821843107275","-821.0","2.651113467656416E-4","4.0","0.1111111111111111","6.588885212705453E-4","ITPKB","7.619047619047619","false","ITPKB","23436.0"
"0.0","0.0","-791.0","2.8935185185185184E-4","2.0","0.125","0.0024496785971407464","IQGAP2","7.986062717770035","false","IQGAP2","0.0"
"233.04554989500411","86.0679587680413","-717.0","3.1084861672365556E-4","4.0","0.125","0.005529645168804439","F11R","8.263646922183508","false","F11R","2854.0"
"0.0","0.0","-843.0","2.8208744710860365E-4","3.0","0.1111111111111111","0.002601801561340561","SFRP1","7.8826945412311265","false","SFRP1","0.0"
"746.0167959892377","326.1275610881913","-852.0","2.8129395218002813E-4","3.0","0.125","4.5389416000836023E-4","DUSP4","7.871080139372823","false","DUSP4","8688.0"
"0.0","0.0","-494.0","3.295978905735003E-4","7.0","0.125","0.021129307853662255","QKI","8.476190476190476","false","QKI","0.0"
"4.856099879427926","6.463987912024769","-716.0","3.023888720895071E-4","4.0","0.125","0.004725602159472876","ADRBK2","8.15911730545877","false","ADRBK2","98.0"
"0.0","0.0","-860.0","2.829654782116582E-4","1.0","0.125","4.471851019515697E-4","PTPN9","7.895470383275262","true","PTPN9","0.0"
